"id";"music";"countplay";"followers";"streams";"popularity";"dance";"energy";"loudness";"speechiness";"acousticness";"liveness";"time";"durationms";"valence"
"859";"Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix]";1;412466;5550390;69;0.832;0.549;-8.259;0.0602;0.168;0.11;140.045;181496;0.384
"860";"Your Man";2;4759367;5233336;68;0.785;0.818;-8.711;0.099;0.624;0.149;117.98;163759;0.0503
"861";"No Opp Left Behind";1;9949044;5154955;61;0.823;0.703;-2.691;0.298;0.0161;0.294;178.043;194214;0.26
"862";"Lets Link";5;25417;5109038;61;0.839;0.683;-9.232;0.165;0.00667;0.241;120.003;159955;0.522
"863";"RIP Luv";1;9949044;4915080;62;0.63;0.399;-9.869;0.178;0.105;0.234;183.016;214192;0.0657
"864";"Steppin On Niggas";1;9949044;4853661;57;0.849;0.635;-4.068;0.254;0.000608;0.062;89.484;140833;0.798
"865";"Gimme Love";4;4759367;7471309;69;0.482;0.631;-6.917;0.0986;0.696;0.209;126.576;214558;0.0743
"866";"Ew";1;4759367;6936305;67;0.48;0.373;-9.297;0.0278;0.804;0.12;114.078;207710;0.0376
"867";"Daylight";2;4759367;6819838;72;0.528;0.749;-7.571;0.0479;0.00488;0.0949;163.944;163906;0.729
"868";"Epidemic";1;4849204;6292620;71;0.616;0.617;-8.431;0.52;0.128;0.177;175.929;177273;0.476
"869";"bloody valentine";1;3868320;6032935;77;0.533;0.858;-4.212;0.0766;0.00021;0.148;160.057;205159;0.506
"870";"MODUS";1;4759367;6013371;66;0.738;0.533;-7.617;0.0492;0.183;0.115;132.008;207265;0.262
"871";"Tick Tock";1;4759367;5547939;65;0.781;0.613;-5.582;0.0524;0.0399;0.0976;80.53;132215;0.613
"872";"Sanctuary";1;4759367;5482390;69;0.552;0.65;-7.199;0.128;0.422;0.372;167.788;180019;0.316
"873";"feel something";5;2396662;5463424;75;0.74;0.415;-8.914;0.0707;0.242;0.319;136.029;180161;0.156
"874";"Tap In";8;1255573;5220309;73;0.954;0.696;-7.117;0.204;0.00576;0.0754;100.036;139413;0.432
"875";"Pretty Boy (feat. Lil Yachty)";1;4759367;5141212;66;0.656;0.776;-6.184;0.0672;0.16;0.372;156.049;156759;0.638
"876";"Afterthought";1;4759367;4977405;67;0.668;0.547;-8.024;0.0353;0.398;0.0931;83.5;194871;0.192
"877";"+Linda";4;NA;4964708;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"878";"Over Now (with The Weeknd)";5;21946934;4867620;72;0.612;0.884;-4.113;0.0454;0.0759;0.247;178.043;210795;0.679
"879";"Hate The Other Side (with Marshmello & The Kid Laroi)";12;19102888;4851997;78;0.701;0.65;-6.313;0.104;0.291;0.112;90.003;160212;0.647
"880";"drunk face";1;3868320;4834258;72;0.691;0.77;-4.578;0.0367;0.0282;0.497;90.024;143901;0.344
"881";"Tak Tiki Tak";17;134339;4761286;71;0.801;0.579;-4.78;0.0813;0.333;0.172;99.994;212406;0.231
"882";"WHATS POPPIN";35;3828418;4745752;80;0.904;0.723;-5.224;0.26;0.0631;0.185;145.013;227478;0.835
"883";"Money Trees";7;17931101;4632724;75;0.716;0.531;-7.355;0.122;0.0703;0.224;71.994;386907;0.344
"884";"Blastoff (feat. Juice Wrld & Trippie Redd)";5;412466;4628159;70;0.761;0.517;-6.916;0.0927;0.114;0.157;147.912;174730;0.46
"885";"September";1;3008916;5329256;80;0.697;0.832;-7.264;0.0298;0.168;0.269;125.926;215093;0.979
"886";"Secrets";17;152237;5178107;78;0.848;0.768;-5.386;0.0373;0.0412;0.195;118.961;176767;0.777
"887";"21";13;4849204;5151406;80;0.783;0.479;-10.646;0.541;0.149;0.101;176.027;163798;0.533
"888";"BXL ZOO";1;3071170;5101640;62;0.745;0.656;-6.829;0.203;0.0604;0.11;137.997;201333;0.405
"889";"DEUX TOILES DE MER";1;3071170;5094137;62;0.521;0.39;-9.726;0.128;0.582;0.112;104.106;315640;0.157
"890";"exile (feat. Bon Iver)";9;42227614;4924533;77;0.298;0.38;-8.426;0.0287;0.778;0.11;75.602;285634;0.152
"891";"Righteous";22;19102888;4819362;78;0.706;0.625;-7.426;0.0314;0.0417;0.129;142.948;242181;0.225
"892";"Conversations";11;19102888;4805366;75;0.747;0.622;-5.825;0.0838;0.176;0.151;159.93;181661;0.57
"893";"Dolly (with Lil Uzi Vert)";1;4022792;4800543;63;0.664;0.586;-7.813;0.238;0.212;0.216;88.502;179813;0.589
"894";"Chicago Freestyle (feat. Giveon)";21;56327031;4799038;80;0.735;0.449;-7.507;0.347;0.629;0.113;122.947;220488;0.0397
"895";"GOOBA";20;6514102;4690955;70;0.611;0.688;-5.688;0.341;0.0264;0.251;178.462;132303;0.393
"896";"Physical";34;27167675;4599807;77;0.647;0.844;-3.756;0.0457;0.0137;0.102;146.967;193829;0.746
"897";"Hot Stuff";1;7593792;4569978;71;0.681;0.773;-5.749;0.148;0.019;0.11;119.961;199008;0.429
"898";"Who's Laughing Now";1;3916979;4526982;73;0.648;0.641;-5.521;0.0389;0.00565;0.109;184.021;180348;0.505
"899";"Sweet but Psycho";33;3916979;4502853;81;0.72;0.706;-4.719;0.0473;0.0684;0.166;133.002;187436;0.62
"900";"Del Mar";2;29238936;5698099;79;0.759;0.636;-5.585;0.0369;0.0224;0.166;109.976;214507;0.536
"901";"Hit Different";2;5888533;5049863;74;0.679;0.516;-6.371;0.0452;0.199;0.0965;120.074;202008;0.716
"902";"Nobody's Love";8;32279979;4957966;73;0.485;0.567;-6.456;0.0388;0.316;0.0949;93.676;211254;0.157
"903";"Máquina do Tempo";1;3263283;4938139;70;0.629;0.727;-4.387;0.0499;0.0647;0.138;149.978;230400;0.132
"904";"Fuckst mich nur ab";2;1683006;4898520;63;0.817;0.468;-10.945;0.287;0.233;0.0905;104.875;182931;0.237
"905";"Jangueo";29;2168452;4877753;74;0.861;0.678;-4.157;0.0536;0.253;0.106;103.994;259600;0.723
"906";"We Paid (feat. 42 Dugg)";13;7816213;4776686;76;0.926;0.542;-5.064;0.293;0.135;0.0877;135.14;181929;0.564
"907";"Ihr Hobby";1;1683006;4723116;59;0.774;0.814;-6.145;0.0584;0.204;0.118;109.019;185330;0.254
"908";"When I Look At You";5;15778531;4652583;63;0.459;0.545;-4.874;0.0282;0.142;0.105;137.941;248587;0.194
"909";"Boss Bitch";29;8671649;4620838;81;0.707;0.955;-4.593;0.222;0.127;0.202;125.989;134240;0.575
"910";"Ain't It Different (feat. AJ Tracey & Stormzy)";4;328877;4602336;69;0.767;0.569;-6.805;0.216;0.00988;0.109;77.052;196363;0.524
"911";"Some Say - Felix Jaehn Remix";14;38111;4598325;77;0.682;0.7;-5.591;0.0397;0.406;0.174;120.03;186878;0.637
"912";"Savage Remix (feat. Beyoncé)";21;28335112;4568308;73;0.822;0.743;-4.772;0.28;0.016;0.127;84.459;242001;0.636
"913";"Lithuania (feat. Travis Scott)";1;8673345;5949270;62;0.676;0.82;-5.217;0.0554;0.0493;0.615;152.028;199250;0.618
"914";"Tap In (feat. Post Malone. DaBaby & Jack Harlow)";1;1255573;5117128;64;0.948;0.63;-7.011;0.219;0.00647;0.0737;100.032;253569;0.425
"915";"Not Shy";3;2384076;4982232;73;0.776;0.911;-3.08;0.131;0.155;0.268;101.027;177728;0.56
"916";"The Plan - From the Motion Picture ""TENET""";3;17732077;4876238;67;0.433;0.443;-10.568;0.0361;0.0922;0.117;79.903;185851;0.0363
"917";"ADMV";3;26784251;4737291;72;0.565;0.39;-4.959;0.0556;0.817;0.126;163.781;193700;0.708
"918";"Alane";9;2786366;4668193;67;0.581;0.799;-6.66;0.164;0.0419;0.11;124.002;175016;0.662
"919";"THE BADDEST";2;1245965;4642057;70;0.676;0.857;-4.368;0.0438;0.0215;0.254;149.981;162600;0.717
"920";"Desce Pro Play (PA PA PA)";10;1555628;4615520;68;0.935;0.71;-5.085;0.158;0.0769;0.173;100.009;168507;0.635
"921";"Mariposa";12;177972;4593366;76;0.676;0.525;-5.88;0.028;0.617;0.356;112.011;210000;0.421
"922";"the 1";7;42227614;4587573;75;0.777;0.357;-6.942;0.0522;0.757;0.108;139.883;210252;0.172
"923";"RITMO (Bad Boys For Life)";37;5966748;4585895;78;0.721;0.716;-7.037;0.0657;0.0334;0.237;104.994;221714;0.667
"924";"Unterwegs";6;166517;4572706;68;0.88;0.607;-7.067;0.0777;0.195;0.15;126.039;233905;0.823
"925";"What's Love Got to Do with It";8;7593792;4538382;74;0.75;0.664;-5.908;0.154;0.275;0.0632;105.023;208156;0.617
"926";"Cry About It Later";1;18936929;5306994;67;0.676;0.794;-4.78;0.0366;0.0513;0.0723;125.957;159286;0.161
"927";"Banana (feat. Shaggy) - DJ FLe - Minisiren Remix";12;67074;4624448;70;0.824;0.854;-5.312;0.177;0.016;0.117;95.114;210329;0.896
"928";"Gifted (feat. Roddy Ricch)";1;1492551;4609169;65;0.653;0.603;-5.697;0.171;0.175;0.18;151.016;168477;0.551
"929";"OUT WEST (feat. Young Thug)";36;437907;4597001;82;0.802;0.591;-4.895;0.225;0.0104;0.196;139.864;157712;0.309
"930";"Anaranjado";4;2919696;4575403;66;0.763;0.58;-6.196;0.144;0.0466;0.154;175.937;212011;0.608
"931";"Reggaetonera";11;18306226;4564331;69;0.694;0.796;-4.164;0.0565;0.48;0.108;93.064;212312;0.515
"932";"Sour Candy (with BLACKPINK)";11;18585963;4556900;70;0.752;0.87;-3.812;0.0623;0.0604;0.489;120.006;157707;0.784
"933";"Rags2Riches 2 (feat. Lil Baby)";4;2203386;4547965;60;0.874;0.443;-9.628;0.241;0.147;0.124;118.004;235988;0.298
"934";"Bandit (with YoungBoy Never Broke Again)";34;19102888;4514763;81;0.474;0.631;-5.884;0.343;0.0687;0.132;180.051;189323;0.425
"935";"PAM";16;2897862;4501441;73;0.889;0.863;-3.011;0.0757;0.289;0.0798;112.953;201000;0.776
"936";"Lemonade";2;412466;11373347;82;0.799;0.66;-6.153;0.079;0.256;0.111;140.04;195429;0.471
"937";"Frühstück in Paris";1;4093115;5440253;56;0.744;0.644;-5.562;0.0641;0.229;0.204;96.852;151360;0.577
"938";"ON";6;37151476;5391018;77;0.583;0.817;-5.146;0.0987;0.118;0.338;105.936;246381;0.438
"939";"My Oasis (feat. Burna Boy)";4;17097317;4887204;69;0.691;0.474;-8.742;0.0583;0.569;0.099;143.783;179917;0.381
"940";"Life's A Mess (feat. Halsey)";8;19102888;4883202;74;0.63;0.446;-8.9;0.0351;0.337;0.166;143.078;202193;0.177
"941";"PORFA";21;1251372;4702117;0;0.843;0.549;-8.018;0.164;0.0948;0.155;83.982;233000;0.542
